centrality v2{2} stat-err sys-err
92.5 0.0394151 0.0171448 0.00236491

centrality v2{4} stat-err sys-err
6.5 0.0157875 0.00114083 0.000947247
7.5 0.0185479 0.000771415 0.00111288
8.5 0.0211555 0.00056514 0.00126933
9.5 0.024257 0.000407137 0.00145542
10.5 0.0251771 0.000399021 0.00151063
11.5 0.0276248 0.000328569 0.00165749
12.5 0.0292517 0.000298869 0.0017551
13.5 0.0314405 0.000260823 0.00188643
14.5 0.0330575 0.000243074 0.00198345
15.5 0.0344447 0.000231161 0.00206668
16.5 0.035886 0.00022077 0.00215316
17.5 0.0374972 0.000206957 0.00224983
18.5 0.0386463 0.000203498 0.00231878
19.5 0.0398483 0.000198463 0.0023909
20.5 0.0413066 0.000190074 0.00247839
21.5 0.0423702 0.000188701 0.00254221
22.5 0.0435067 0.000185463 0.0026104
23.5 0.0445157 0.000184571 0.00267094
24.5 0.0453559 0.000184911 0.00272136
25.5 0.0461269 0.000187008 0.00276762
26.5 0.0470447 0.000186289 0.00282268
27.5 0.0479386 0.000186072 0.00287631
28.5 0.0487163 0.000187362 0.00292298
29.5 0.0493766 0.000189854 0.0029626
30.5 0.0499324 0.000194581 0.00299594
31.5 0.0501381 0.000202283 0.00300829
32.5 0.0510889 0.000201302 0.00306533
33.5 0.0513134 0.000208837 0.0030788
34.5 0.0518611 0.00021331 0.00311167
35.5 0.0520086 0.000221553 0.00312051
36.5 0.0524245 0.000227579 0.00314547
37.5 0.052781 0.0002343 0.00316686
38.5 0.052934 0.000243853 0.00317604
39.5 0.0527743 0.000259601 0.00316646
40.5 0.0533395 0.000264481 0.00320037
41.5 0.0528722 0.000285942 0.00317233
42.5 0.0532514 0.000292801 0.00319509
43.5 0.0530387 0.000313136 0.00318232
44.5 0.0527207 0.000336263 0.00316324
45.5 0.0524442 0.000360182 0.00314665
46.5 0.0523499 0.000381857 0.003141
47.5 0.0525251 0.000399944 0.00315151
48.5 0.0515189 0.000450871 0.00309113
49.5 0.0514488 0.000479591 0.00308693
50.5 0.051182 0.000517302 0.00307092
51.5 0.050286 0.000580898 0.00301716
52.5 0.0489028 0.00068184 0.00293417
53.5 0.0488912 0.000728533 0.00293347
54.5 0.0480021 0.000831377 0.00288013
55.5 0.0481193 0.000892319 0.00288716
56.5 0.0458854 0.00111748 0.00275312
57.5 0.0445984 0.00131818 0.0026759
58.5 0.0418091 0.00176401 0.00250855
59.5 0.0425144 0.00183135 0.00255087
60.5 0.0447425 0.00172809 0.00268455
61.5 0.0390016 0.00289808 0.0023401
62.5 0.038568 0.0033171 0.00231408
63.5 0.0382758 0.00383677 0.00229655
64.5 0.0347467 0.00576412 0.0020848

centrality v2{6} stat-err sys-err
6.5 0.0149687 0.016519 0.000898119
7.5 0.0235497 0.00193175 0.00141298
8.5 0.0212905 0.00357951 0.00127743
9.5 0.025298 0.00172868 0.00151788
10.5 0.0280053 0.00121023 0.00168032
11.5 0.0297489 0.00104904 0.00178494
12.5 0.0296813 0.00113964 0.00178088
13.5 0.0325589 0.000822043 0.00195353
14.5 0.0342841 0.000730836 0.00205704
15.5 0.0348274 0.00074775 0.00208964
16.5 0.0370687 0.000622685 0.00222412
17.5 0.0381675 0.000593531 0.00229005
18.5 0.0392425 0.000580555 0.00235455
19.5 0.0400712 0.000579004 0.00240427
20.5 0.041356 0.000548747 0.00248136
21.5 0.0428964 0.000508993 0.00257378
22.5 0.0437289 0.000507742 0.00262373
23.5 0.0452428 0.000467358 0.00271457
24.5 0.0455895 0.000489116 0.00273537
25.5 0.0466721 0.000484451 0.00280033
26.5 0.0474163 0.000485179 0.00284498
27.5 0.0481665 0.000488661 0.00288999
28.5 0.048979 0.000486131 0.00293874
29.5 0.0496972 0.000489006 0.00298183
30.5 0.0507393 0.000492382 0.00304436
31.5 0.0504982 0.000536072 0.00302989
32.5 0.0515021 0.000523328 0.00309012
33.5 0.0516111 0.00055587 0.00309666
34.5 0.0527446 0.000543356 0.00316468
35.5 0.0518968 0.000622565 0.00311381
36.5 0.0525486 0.000630982 0.00315292
37.5 0.0528863 0.000667285 0.00317318
38.5 0.0527766 0.000723642 0.0031666
39.5 0.0535393 0.000724283 0.00321236
40.5 0.0540461 0.000744241 0.00324277
41.5 0.0538974 0.000813528 0.00323384
42.5 0.0533186 0.000915516 0.00319912
43.5 0.0528041 0.0010431 0.00316825
44.5 0.0540738 0.00100952 0.00324443
45.5 0.0532023 0.0011638 0.00319214
46.5 0.0514022 0.00149886 0.00308413
47.5 0.0532451 0.00137006 0.00319471
48.5 0.0535435 0.00146285 0.00321261
49.5 0.051187 0.00199021 0.00307122
50.5 0.049115 0.0026678 0.0029469
51.5 0.0479764 0.00332826 0.00287858
52.5 0.0526751 0.00236134 0.00316051
53.5 0.0528487 0.00255188 0.00317092
54.5 0.0522689 0.00304808 0.00313613
55.5 0.0550502 0.00265182 0.00330301
56.5 0.0524885 0.00375121 0.00314931
57.5 0.04627 0.00806037 0.0027762
58.5 0.0539268 0.00435281 0.00323561
59.5 0.0525375 0.00572917 0.00315225
60.5 0.0556981 0.00488961 0.00334189
61.5 0.0541883 0.00673254 0.0032513

centrality v2{8} stat-err sys-err
10.5 0.0278447 0.00172531 0.00167068
11.5 0.0235152 0.00773953 0.00141091
12.5 0.0318541 0.00121126 0.00191125
13.5 0.032373 0.00142472 0.00194238
14.5 0.0312339 0.00234599 0.00187404
15.5 0.0350822 0.0012992 0.00210493
16.5 0.0364925 0.00122741 0.00218955
17.5 0.0380292 0.00112586 0.00228175
18.5 0.0384059 0.00127587 0.00230435
19.5 0.0382501 0.00156816 0.00229501
20.5 0.0402554 0.00130903 0.00241533
21.5 0.0419711 0.00115868 0.00251827
22.5 0.0433827 0.00107372 0.00260296
23.5 0.0450926 0.000953796 0.00270556
24.5 0.0461429 0.000928033 0.00276858
25.5 0.0464041 0.00102064 0.00278425
26.5 0.0471797 0.00103008 0.00283078
27.5 0.0480827 0.00102144 0.00288496
28.5 0.0488774 0.0010232 0.00293264
29.5 0.0500581 0.000966409 0.00300348
30.5 0.0500993 0.00107501 0.00300596
31.5 0.050045 0.00118438 0.0030027
32.5 0.0515203 0.00107889 0.00309122
33.5 0.0509386 0.00126787 0.00305631
34.5 0.0517822 0.00124511 0.00310693
35.5 0.0527111 0.00118716 0.00316267
36.5 0.0529215 0.00125726 0.00317529
37.5 0.0516933 0.00160345 0.0031016
38.5 0.0518352 0.00169428 0.00311011
39.5 0.0530355 0.00155316 0.00318213
40.5 0.0537575 0.00153352 0.00322545
41.5 0.0529778 0.00180155 0.00317867
42.5 0.0523699 0.00208481 0.0031422
43.5 0.0523665 0.00223479 0.00314199
44.5 0.0526024 0.00229313 0.00315615
45.5 0.0527337 0.00239462 0.00316402
46.5 0.0527929 0.00252253 0.00316757
47.5 0.052717 0.00272418 0.00316302
48.5 0.0522487 0.00305373 0.00313492
49.5 0.0471739 0.00665257 0.00283044
