74 33.925 0.382461 0.0148282
65 56.925 0.449416 0.00727578
59 79.925 0.401004 0.00338202
53 102.925 0.384983 0.00223089
48 125.925 0.366995 0.00256424
44 148.925 0.349858 0.00138926
40 171.925 0.348691 0.00213457
36 194.925 0.331721 0.00116112
33 217.925 0.351333 0.00393129
30 240.925 0.348166 0.00352088
27 263.925 0.352608 0.00376091
24 286.925 0.343019 0.00182318
21 309.925 0.346547 0.00169883
19 332.925 0.351772 0.00192628
16 355.925 0.46545 0.0443489
14 378.925 0.507502 0.0571106
